<E|U+C>arg1:low blood oxygen levels are a $risk factor in <E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION|COVID-19]COVID-19 infection	5
<E|U+C>arg1:something, a $risk $factor $for <E|U+C>arg2:something	5
<E|U+C>arg1:low blood oxygen levels poses $risk in <E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION|COVID-19]COVID-19 $infection	5
<E|U+C>arg1:[word]age is another $risk $factor for both morbidity and mortality in <E|U+C>arg2:COVID-19 patients	5
<E|U+C>arg1:[word]obesity is another $risk $factor for both morbidity and mortality in <E|U+C>arg2:COVID-19 patients	5
<E|U+C>arg1:low blood oxygen levels are a $risk factor in <E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma	5
<E|U+C>arg1:something is identified as a $risk $factor for <E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma	5
<E|U+C>arg1:low blood oxygen levels poses $risk in <E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma	5
<E|U+C>arg1:[word]age is another $risk $factor for both morbidity and mortality in <E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma	5
<E|U+C>arg1:[word]Obesity is another $risk $factor for both morbidity and mortality in <E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma patients	5
<E|U+C>arg1:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma is a $risk $factor in <E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma	5
<E|U+C>arg1:[e=CHEMICAL|SIMPLE_CHEMICAL]paracetamol is $not useful for treating <E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma	6
<E|U+C>arg1:[e=CHEMICAL|SIMPLE_CHEMICAL]paracetamol is $not a $useful treatment for <E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma	6
<E|U+C>arg1:[e=CHEMICAL|SIMPLE_CHEMICAL]paracetamol is $not $effective in treating <E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma	6
<E|U+C>arg1:[e=CHEMICAL|SIMPLE_CHEMICAL]paracetamol $is $not $effective against <E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma	6
<E|U+C>arg1:[e=CHEMICAL|SIMPLE_CHEMICAL]paracetamol $is $not $recommended against <E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma	6
<E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma $should $not $be $treated with <E|U+C>arg1:something	6
<E|U+C>arg1:something $is $contraindicated in $patients with <E|U+C>arg2:[e]asthme	6 
<E|U+C>arg1:something $is $contraindicated in <E|U+C>arg2:[e=DISEASE]asthma	6 
<E|U+C>arg1:[e=CHEMICAL|SIMPLE_CHEMICAL]paracetamol $should $not $be $used to $treat <E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma	6
<E|U+C>arg1:[e]stroke is a $complication of <E|U+C>arg2:[e=COVID-19|DISEASE|ORGANISM|ORGANISM_SUBSTANCE]COVID-19 infection	7
<E|U+C>arg1:[e]stroke is a $complication of <E|U+C>arg2:flu :infection	7
<E|U+C>arg1:[e]stroke, which is a $complication of <E|U+C>arg2:flu :infection	7
among the $complications trigerred $by <E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma is <E|U+C>arg1:[e]stroke	7
the $complications of <E|U+C>arg2:flu $infection include <E|U+C>arg1:[e]stroke	7
the recommended $quarantine period in <E|U+C>arg1:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma infection is <E|U+C>arg2:[e=TIME]14 :[w]days	8
patients diagnosed with <E|U+C>arg1:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma should be $quarantined for <E|U+C>arg2:[e=TIME]14 :[w]days	8 
<E|U+C>arg1:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma patients should be $quarantined for <E|U+C>arg2:14 :[w]days	8 
<E|U+C>arg1:[e=COVID-19|ORGANISM|ORGANISM_SUBDIVISION|ORGANISM_SUBSTANCE]COVID-19 patients should be $quarantined for <E|U+C>arg2:[e=TIME]14 :[w]days	8 
<E|U+C>arg1:[e=COVID-19|ORGANISM|ORGANISM_SUBDIVISION|ORGANISM_SUBSTANCE]COVID-19 $[l=infect|invade|damage]infects <E|U+C>arg2:lung $cells	9
<E|U+C>arg2:lung $cells are $infected by <E|U+C>arg1:[e=COVID_19|ORGANISM|ORGANISM_SUBSTANCE|ORGANISM_SUBDIVISION|DISEASE]COVID-19	9
<E|U+C>arg2:lung $[l=cell|tissue]cells $infected by <E|U+C>arg1:[e]COVID-19	9
<E|U+C>arg1:influenza $virus $[l]infects lung <E|U+C>arg2:[l]cells	9
<E|U+C>arg1:influenza $virus $[l]invades to lung <E|U+C>arg2:[l]cells	9
<E|U+C>arg1:influenza $virus $[l]enters the lung <E|U+C>arg2:[l]cells	9
<E|U+C>arg1:[e=COVID-19|ORGANISM|ORGANISM_SUBDIVISION|ORGANISM_SUBSTANCE]COVID-19 $[l=invade|enter|infect|damage]invades lung <E|U+C>arg2:[w]tissue	9
lung <E|U+C>arg2:[l]tissue is $[l=infect|invade|damage|enter]infected by <E|U+C>arg1:[e=COVID-19|ORGANISM|ORGANISM_SUBDIVISION|ORGANISM_SUBSTANCE]COVID-19	9
<E|U+C>arg1:influenza $virus $[l=invade|enter|infect|damage]invades to lung <E|U+C>arg2:[l]tissue	9
<E|U+C>arg1:something $[l=activate|bind|regulate|inhibit|damage|enter]activates the ATP <E|U+C>arg2:[l]receptor	10
<E|U+C>arg1:something $[l]binds $to the ATP <E|U+C>arg2:[l]receptor	10
<E|U+C>arg1:[e]COVID-19 activates the ATP <E|U+C>arg2:[l]receptor	10
<E|U+C>arg1:[e=ORGANISM_SUBSTANCE]COVID-19 activates the ATP <E|U+C>arg2:[l]receptor	10
ATP <E|U+C>arg2:[w]receptor is activated by <E|U+C>arg1:[e=COVID-19|ORGANISM|ORGANISM_SUBSTANCE]COVID-19	10
ATP <E|U+C>arg2:[l]receptor, which is activated by <E|U+C>arg1:[e=COVID-19|ORGANISM|ORGANISM_SUBSTANCE]COVID-19	10
ATP <E|U+C>arg2:[l]receptor is $[l]activated $by <E|U+C>arg1:something	10
ATP <E|U+C>arg2:[l]receptor, which is $[l]activated $by <E|U+C>arg1:something	10
The <E|U+C>arg1:flu $virus $originated in <E|U+C>arg2:[e=ORGANISM|ORGANISM_SUBSTANCE]bats	11
The <E|U+C>arg1:flu $virus, which $originated in <E|U+C>arg2:[e=ORGANISM|ORGANISM_SUBSTANCE]bats	11
<E|U+C>arg2:[e=ORGANISM|ORGANISM_SUBSTANCE]bats are the $hosts of the <E|U+C>arg1:flu $virus	11
<E|U+C>arg2:[e=ORGANISM|ORGANISM_SUBSTANCE]bats are a $vector $of $transmission for <E|U+C>arg1:something	11
<E|U+C>arg1:flu $virus $transmitted $from <E|U+C>arg2:[e]bats	11
<E|U+C>arg1:something $transmitted $from <E|U+C>arg2:[e=ORGANISM|ORGANISM_SUBSTANCE]something	11
$transmission $of <E|U+C>arg1:something $from <E|U+C>arg2:[e=ORGANISM|ORGANISM_SUBSTANCE]bats	11
<E|U+C>arg2:[e]bats are a $reservoir $of <E|U+C>arg1:[e]something	11
<E|U+C>arg2:[e=ORGANISM|ORGANISM_SUBSTANCE]bats $[l]shed <E|U+C>arg1:something $virus	11
<E|U+C>arg2:[e=ORGANISM|ORGANISM_SUBSTANCE]bats $[l]shed <E|U+C>arg1:[e]COVID-19	11
<E|U+C>arg2:[e=ORGANISM|ORGANISM_SUBSTANCE]bats $[l]shed <E|U+C>arg1:[e=ORGANISM|ORGANISM_SUBSTANCE|ORGANISM_SUBDIVISION]COVID-19	11
<E|U+C>arg1:flu $virus $[l=evolve|diverge]evolved $from <E|U+C>arg2:[e=ORGANISM|ORGANISM_SUBSTANCE]something	12
<E|U+C>arg1:[e=ORGANISM|ORGANISM_SUBSTANCE|COVID-19]flu $[l=evolve|diverge]evolved $from <E|U+C>arg2:[e=ORGANISM|ORGANISM_SUBSTANCE|COVID-19]something	12
<E|U+C>arg1:[e=ORGANISM|ORGANISM_SUBSTANCE|COVID-19]flu, that $[l=evolve|diverge]evolved $from <E|U+C>arg2:[e=ORGANISM|ORGANISM_SUBSTANCE|COVID-19]something	12
the $[w=evolution|divergence]evolution $of <E|U+C>arg1:[e=ORGANISM|ORGANISM_SUBSTANCE]flu $from <E|U+C>arg2:[e=ORGANISM|ORGANISM_SUBSTANCE]something	12
The $mechanism $of $action of <E|U+C>arg1:paracetamol is $based on <E|U+C>arg2:activation of something	13
<E|U+C>arg1:[e=CHEMICAL|SIMPLE_CHEMICAL]paracetamol $[lemma=word|act]works $via <E|U+C>arg2:activation of glocuse	13
<E|U+C>arg1:[e=CHEMICAL|SIMPLE_CHEMICAL]paracetamol $exerts its influnce $by <E|U+C>arg2:ligand activation	13
the $[lemma=effect|influence|action]effect of <E|U+C>arg1:[e=CHEMICAL|SIMPLE_CHEMICAL]paracetamol is $attributed to <E|U+C>arg2:ligand activation	13
something can be $[l=transmit|cross]transmitted $from <E|U+C>arg1:something $to <E|U+C>arg2:something	14
<E|U+C>arg1:someone can $[l=transmit|cross]transmit something $to <E|U+C>arg2:[e=ORGANISM|ORGANISM_SUBDIVISION|ORGANISM_SUBSTANCE]someone	14
$[e=COVID-18|ORGANISM|ORGANISM_SUBSTANCE]COVID-19 $[l]crosses from <E|U+C>arg1:someone $to <E|U+C>arg2:someone	14
something, $[l]transmitted $to <E|U+C>arg2:someone $from <E|U+C>arg1:[e=ORGANISM|ORGANISM_SUBDIVISION|ORGANISM_SUBSTANCE]someone	14
$[e=ORGANISM|ORGANISM_SUBSTANCE|COVID-19]COVID-19 is $transmitted from <E|U+C>arg1:[e=ORGANISM|ORGANISM_SUBDIVISION|ORGANISM_SUBSTANCE]someone $to <E|U+C>arg2:someone	14
$[e=ORGANISM|ORGANISM_SUBSTANCE|COVID-19]COVID-19, that is $transmitted from <E|U+C>arg1:[e=ORGANISM|ORGANISM_SUBDIVISION|ORGANISM_SUBSTANCE]someone $to <E|U+C>arg2:someone	14
$transmission $of something $from <E|U+C>arg1:[e=ORGANISM|ORGANISM_SUBSTANCE]bats $to <E|U+C>arg2:someone	14
<E|U+C>arg1:SCD $[l]genotypes share $[l]high $risk for <E|U+C>arg2:something	15
<E|U+C>arg1:[e=DNA|GENE_OR_GENE_PRODUCT]SCD share $[l]high $risk for <E|U+C>arg2:something	15
<E|U+C>arg1:SCD $[l]genotypes is a $risk factor for <E|U+C>arg2:something	15
<E|U+C>arg1:[e=DNA|GENE_OR_GENE_PRODUCT]SCD is a $risk $factor for <E|U+C>arg2:something	15
<E|U+C>arg1:SCD $[l]polymorphism share $[l]high $risk for <E|U+C>arg2:something	15
<E|U+C>arg2:something is $more $common in <E|U+C>arg1:SCD $[l]genotypes	15
<E|U+C>arg2:something is $more $common in <E|U+C>arg1:SCD $[l]polymorphism	15
<E|U+C>arg1:SCD $[l]polymorphism is a $risk factor for <E|U+C>arg2:something	15
<E|U+C>arg1:white $cells $[l]attack the <E|U+C>arg2:flu $virus	16
<E|U+C>arg1:white $cells $[l]prevent the <E|U+C>arg2:flu $infection	16
<E|U+C>arg1:white $cells $[l]provide $protection against <E|U+C>arg2:flu $virus	16
<E|U+C>arg1:white $cells $[l]protect against <E|U+C>arg2:flu $virus	16
<E|U+C>arg1:white $cells $[l]provide $protection against <E|U+C>arg2:flu $infection	16
<E|U+C>arg1:white $cells $[l]protect against <E|U+C>arg2:flu $infection	16
<E|U+C>arg1:white $cells $[l]destroy the <E|U+C>arg2:flu $virus	16
<E|U+C>arg2:flu $virus is $[l=attack|destroy|incapacitate|neutralize]attacked by <E|U+C>arg1:white cells	16
<E|U+C>arg2:flu $virus is $[l]destroyed by <E|U+C>arg1:white $cells	16
<E|U+C>arg1:something is a $countermeasure against <E|U+C>arg2:something	17
<E|U+C>arg1:something, a $countermeasure against <E|U+C>arg2:something	17
<E|U+C>arg1:something, which is a $countermeasure against <E|U+C>arg2:something	17
<E|U+C>arg1:something $is $useful $against <E|U+C>arg2:something	17
<E|U+C>arg1:something $[l]contributes to the $spread of <E|U+C>arg2:something infection	18
<E|U+C>arg1:something $[l]eases the $spread of <E|U+C>arg2:something infection	18
<E|U+C>arg1:something $[l=prevent|help|facilitate|ease]prevents the $spread of <E|U+C>arg2:something infection	18
<E|U+C>arg1:something, which $[l=prevent|help|facilitate|ease]prevents the $spread of <E|U+C>arg2:something infection	18
<E|U+C>arg1:something will $[l=prevent|help|ease|facilitate]help <E|U+C>arg2:something infection $to $spread	18
<E|U+C>arg1:something $[l=help|prevent|ease|facilitate]helps <E|U+C>arg2:something infection $to $spread	18
<E|U+C>arg1:[e=CHEMICAL|SIMPLE_CHEMICAL]paracetamol $treats <E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma	19
<E|U+C>arg1:[e=CHEMICAL|SIMPLE_CHEMICAL]paracetamol $is $useful $against <E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma	19
<E|U+C>arg1:[e=CHEMICAL|SIMPLE_CHEMICAL]paracetamol, a $treatment for <E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma	19
<E|U+C>arg1:[e=CHEMICAL|SIMPLE_CHEMICAL]paracetamol $is $a $treatment for <E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma	19
<E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma $should $be $treated with <E|U+C>arg1:[e=CHEMICAL|SIMPLE_CHEMICAL]paracetamol	19
<E|U+C>arg1:[e=CHEMICAL|SIMPLE_CHEMICAL]paracetamol is used $to $treat <E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma	19
<E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma $is $treated with <E|U+C>arg1:[e=CHEMICAL|SIMPLE_CHEMICAL]paracetamol	19
<E|U+C>arg1:something is $genetically $related to <E|U+C>arg2:something	20
<E|U+C>arg1:something, which is $genetically $related to <E|U+C>arg2:something	20
<E|U>arg1:something $and <E|U+C>arg2:something are $genetically $related	20
<E|U>arg1:something $and <E|U+C>arg2:something share $a $common $[w=origin|ancestry|ancestor]ancestry	20
the $genetic $relation between <E|U>arg1:something $and <E|U+C>arg2:something	20
<E|U+C>arg1:flu $virus interacts with the <E|U+C>arg2:immune $system	21
<E|U+C>arg1:[e=ORGANISM|ORGANISM_SUBDIVISION|ORGANISM_SUBSTANCE]flu interacts with the <E|U+C>arg2:immune $system	21
<E|U+C>arg1:flu $[w=virus|infection]infection influences the <E|U+C>arg2:immune $system	21
<E|U+C>arg1:flu $[w=infection|virus]infection, which influences the <E|U+C>arg2:immune $system	21
the <E|U+C>arg2:immune $system is influenced from <E|U+C>arg1:flu $infection	21
the <E|U+C>arg2:immune $system is influenced from <E|U+C>arg1:flu $virus	21
<E|U+C>arg1:glocuse $blood $levels are $[l=reduce|elevate]elevated in <E|U+C>arg2:something	22
<E|U+C>arg1:glocuse $blood $levels are an $indication of <E|U+C>arg2:something	22
$high $blood <E|U+C>arg1:glocuse is a $sign of <E|U+C>arg2:something	22
low $blood <E|U+C>arg1:glocuse is a $[l=sign|indication|symptom]sign of <E|U+C>arg2:something	22
low $blood <E|U+C>arg1:glocuse, which is a $[l=sign|indication|symptom]sign of <E|U+C>arg2:something	22
low $blood <E|U+C>arg1:glocuse, a $[l=sign|indication|symptom]sign of <E|U+C>arg2:something	22
the $symptoms of <E|U+C>arg1:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma are <E|U+C>arg2:[e]stroke	23
<E|U+C>arg1:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma $symptoms $such $as <E|U+C>arg2:[e]stroke	23
<E|U+C>arg2:[e]stroke, $a $[l=symptom|sign]symptom $of <E|U+C>arg1:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma	23
the $[l=sign|symptom]signs of <E|U+C>arg1:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma are <E|U+C>arg2:[e]stroke	23
the $[l=symptoms|sign]symptoms of <E|U+C>arg1:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma $include <E|U+C>arg2:something	23
<E|U+C>arg2:something is $a $[w=symptom|sign]sign $of <E|U+C>arg1:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma	23
<E|U+C>arg1:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma is $manifested by <E|U+C>arg2:something	23
people $infected $with <E|U+C>arg1:something $[l]experience <E|U+C>arg2:something	23
people $infected $with <E|U+C>arg1:something $[l]show $signs $of <E|U+C>arg2:something	23
the $clinical $manifestations of <E|U+C>arg1:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma include <E|U+C>arg2:something	23
<E|U+C>arg2:something is a $symptom of <E|U+C>arg1:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma	23
<E|U+C>arg1:something $[l=encourage|trigger|inhibit]encourages the $production of <E|U+C>arg2:something	24
<E|U+C>arg1:something, that $[l=encourage|trigger|inhibit]encourages the $production of <E|U+C>arg2:something	24
<E|U+C>arg1:something $[l=trigger|encourage]triggers the body $to $produce <E|U+C>arg2:something	24
<E|U+C>arg1:something can $[l=increase|improve|help]increase $survival in <E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION|CANCER]something	25
<E|U+C>arg1:something can $[w=decrease|prevent|increase]decrease $death rates in <E|U+C>arg2:[e=DISEASE|CANCER|PATHOLOGICAL_FORMATION]something	25
$survival in <E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION|CANCER]something is $improved by arg1:something	25
<E|U+C>arg1:something, that improved $survival in <E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION|CANCER]something	25
$[lemma=treatment|management]treatment for <E|U+C>arg1:something should $focus on <E|U+C>arg2:something	26
<E|U+C>arg1:something is $pivotal in <E|U+C>arg2:[e=DISEASE]something :[lemma=treatment|management]treatment	26
<E|U+C>arg2:something is a $main $part in <E|U+C>arg1:something $treatment	26
<E|U+C>arg1:something $[lemma=cause|induce]causes $death $[w=within|after]within <E|U+C>arg2:[e]10 days	27
animals $infected with <E|U+C>arg1:something $died $within <E|U+C>arg2:something	27
in <E|U+C>arg1:something $infection $death $occurred $after <E|U+C>arg2:something	27
the $duration of <E|U+C>arg1:[e=DISEASE]something is <E|U+C>arg2:[e]10 days	28
<E|U+C>arg1:flu $infection $[l]lasts <E|U+C>arg2:10 days	28
animals $infected with <E|U+C>arg1:something $[l]recover after <E|U+C>arg2:10 days	28
<E|U+C>arg1:something $is a $first $symptom $of <E|U+C>arg2:something	29
<E|U+C>arg1:something $is a $first $sign $of <E|U+C>arg2:something	29
the $first $symptom $of <E|U+C>arg2:something $[l]is <E|U+C>arg1:something	29
the $first $sign $of <E|U+C>arg2:something $[l]is <E|U+C>arg1:something	29
<E|U+C>arg2:something $is $initially $manifested with <E|U+C>arg1:something	29
<E|U+C>arg2:[e=DISEASE]something $initially $[l]presents with <E|U+C>arg1:something	29
<E|U+C>arg2:something $[l]is the $initial $manifestation of <E|U+C>arg1:something	29
<E|U+C>arg1:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma $patients are $contagious $for <E|U+C>arg2:10 days	30
<E|U+C>arg1:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma $patients $remain $contagious $for <E|U+C>arg2:10 days	30
<E|U+C>arg1:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma $patients are $infectious $for <E|U+C>arg2:10 days	30
<E|U+C>arg1:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma $patients $remain $infectious $for <E|U+C>arg2:10 days	30
patients infected with <E|U+C>arg1:[e]COVID-19 are $infectious for <E|U+C>arg2:10 days	30
<E|U+C>arg1:asthma patients are $symptomatic $for <E|U+C>arg2:something days	31
<E|U+C>arg1:[e]COVID-19 $patients remain $symptomatic $for <E|U+C>arg2:something days	31
<E|U+C>arg1:[e]COVID-19 $patients $show $symptoms $for <E|U+C>arg2:something $days	31
<E|U+C>arg1:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma $patients remain $symptomatic $for <E|U+C>arg2:something $days	31
<E|U+C>arg1:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma $patients $show $symptoms $for <E|U+C>arg2:something $days	31
the $symptoms of <E|U+C>arg1:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma $last for <E|U+C>arg2:10 days	31
<E|U+C>arg1:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma $symptoms $last for <E|U+C>arg2:10 days	31
<E|U+C>arg1:[e=DISEASE|PATHOLOGICAL_FORMATION]something $does $not $transmit to <E|U+C>arg2:someone	32
<E|U+C>arg1:something $infection $does $not $transmit to <E|U+C>arg2:someone	32
<E|U+C>arg1:something $virus $does $not $transmit to <E|U+C>arg2:someone	32
<E|U+C>arg1:something $virus $does $not $infect <E|U+C>arg2:someone	32
<E|U+C>arg2:someone $[l]is $not $affected from <E|U+C>arg1:something $infection	32
<E|U+C>arg1:something $virus $does $not $affect <E|U+C>arg2:someone	32
<E|U+C>arg2:someone $[l]are $immune $to <E|U+C>arg1:[e=ORGANISM|ORGANISM_SUBSTANCE]something	32
<E|U+C>arg1:something $virus affects the <E|U+C>arg2:something $ligand	33
<E|U+C>arg1:something $virus affects the <E|U+C>arg2:[e]respiratory $system	33
<E|U+C>arg1:something $infection affects the <E|U+C>arg2:something $ligand	33
<E|U+C>arg1:something $[l]infection affects the <E|U+C>arg2:[e]respiratory $system	33
<E|U+C>arg1:something $was first $isolated $from <E|U+C>arg2:soil	34
<E|U+C>arg1:something $was $first $detected $in <E|U+C>arg2:soil	34
<E|U+C>arg1:something $was first $discovered $in <E|U+C>arg2:human :saliva	34
<E|U+C>arg1:something $[l]spreads $[word=through]by <E|U+C>arg2:something	35
<E|U+C>arg2:something is a $medium of $transmission of <E|U+C>arg1:something	35
<E|U+C>arg1:something $virus can spread through <E|U+C>arg2:[w]droplets	35
the $modes $of $transmission of <E|U+C>arg1:something $virus $include <E|U+C>arg2:[w]droplets	35
the $modes $of $transmission of <E|U+C>arg1:something $virus $include <E|U+C>arg2:airborne particles	35
<E|U+C>arg1:[e]COVID-19 can spread through <E|U+C>arg2:[w]droplets	35
<E|U+C>arg1:[e]COVID-19 can spread through <E|U+C>arg2:[w]contact	35
<E|U+C>arg1:[e]COVID-19 can spread through <E|U+C>arg2:[w]airborne particles	35
the primary $[l]route $of <E|U+C>arg1:[e]COVID-19 infection is <E|U+C>arg2:something	35
the primary $[l]route $of $transmission of <E|U+C>arg1:[e]COVID-19 infection is <E|U+C>arg2:something	35
the primary $[l]route $of $infection of <E|U+C>arg1:[e]COVID-19 is <E|U+C>arg2:something	35
the primary $[l]route $of <E|U+C>arg1:something $infection is <E|U+C>arg2:something	35
the $modes $of $transmission of <E|U+C>arg1:[e]COVID-19 $include <E|U+C>arg2:[w]droplets	35
<E|U+C>arg2:[w]droplet $transmission of <E|U+C>arg1:[e]COVID-19	35
<E|U+C>arg2:[w]droplet $transmission of <E|U+C>arg1:flu $virus	35
arg2:[w]airborne $transmission of <E|U+C>arg1:[e]COVID-19	35
arg2:[w]airborne $transmission of <E|U+C>arg1:flu $virus	35
the <E|U+C>arg1:flu $virus is <E|U+C>arg2:[w]airborne	35
the <E|U+C>arg1:[e]COVID-19 is <E|U+C>arg2:[w]airborne	35
<E|U+C>arg1:asthma $is $not $a $risk $factor for <E|U+C>arg2:asthma	36
<E|U+C>arg1:asthma $poses $no $risk for <E|U+C>arg2:asthma	36
<E|U+C>arg1:asthma patients $are $not $suspectible to <E|U+C>arg2:asthma	36
<E|U+C>arg1:[e=COVID-19|DISEASE|ORGANISM]COVID-19 $fatality $rates are 20 <E|U+C>arg2:[w]%	37
<E|U+C>arg2:[e]10 $% of <E|U+C>arg1:[e=COVID-19|DISEASE|ORGANISM]COVID-19 patients $die	37
the $death $[l]rates of <E|U+C>arg1:[e=COVID-19|ORGANISM]COVID-19  are 20 <E|U+C>arg2:[w]%	37
<E|U+C>arg1:[e=COVID-19|DISEASE|ORGANISM]COVID-19 $results $in $death in <E|U+C>arg2:19 $% of the cases	37
<E|U+C>arg1:[e=COVID-19|DISEASE|ORGANISM]COVID-19 $results $in $death in <E|U+C>arg2:19% of the cases	37
<E|U+C>arg1:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma $death $rates are <E|U+C>arg2:[e]9 $%	37
<E|U+C>arg1:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma $fatality $rates are <E|U+C>arg2:[e]9 $%	37
<E|U+C>arg1:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma $causes $death in 9 <E|U+C>arg2:[w]% of the cases	37
<E|U+C>arg1:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma $results $in $death in 9 <E|U+C>arg2:[w]% of the cases	37
the $enzyme <E|U+C>arg1:A $[l]interacts with the $enzyme <E|U+C>arg2:B	38
the $enzyme <E|U+C>arg1:A $[l]activates the $enzyme <E|U+C>arg2:B	38
the $enzyme <E|U+C>arg1:A $[l]regulates the $enzyme <E|U+C>arg2:B	38
